CustomerID,Gender,Location,Transaction_ID,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,Date,Temperature (F),Weather Conditions
18097.0,F,New York,32816.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-07-16,83.66,clear sky
16782.0,F,New York,42681.0,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,1.0,4.75,6.0,Clicked,2019-11-06,56.93,clear sky
12652.0,M,New York,36548.0,Google Women's Short Sleeve Hero Tee White,Apparel,4.0,16.99,6.0,Used,2019-08-24,73.89,clear sky
15448.0,M,New York,44914.0,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5.0,79.0,6.5,Used,2019-11-27,54.79,clear sky
14215.0,F,New York,23163.0,Google Men's Vintage Tank,Apparel,1.0,20.99,44.06,Used,2019-03-18,41.31,clear sky
15503.0,F,New York,27137.0,BLM Sweatshirt,Apparel,1.0,33.59,6.0,Clicked,2019-05-03,56.01,moderate rain
13148.0,M,New York,44459.0,Nest Thermostat E - USA,Nest,2.0,99.0,6.5,Clicked,2019-11-24,43.75,clear sky
17757.0,F,New York,27043.0,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,15.99,6.0,Clicked,2019-05-02,50.38,mist
12427.0,F,New York,19437.0,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.5,Used,2019-02-01,14.85,clear sky
14794.0,F,New York,35426.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-08-12,77.99,clear sky
14099.0,M,New York,31996.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,149.0,6.0,Clicked,2019-07-06,77.45,overcast clouds
17757.0,F,New York,19155.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,2019-01-30,41.25,moderate rain
16919.0,F,New York,29303.0,Waze Men's Typography Short Sleeve Tee,Waze,1.0,18.99,6.0,Clicked,2019-05-31,62.49,moderate rain
15351.0,F,Washington DC,20373.0,Google Twill Cap,Apparel,2.0,8.79,16.65,Used,2019-02-14,43.97,few clouds
17796.0,F,Washington DC,44318.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,Used,2019-11-23,49.33,few clouds
18055.0,F,Washington DC,30445.0,Google Baby Essentials Set,Apparel,1.0,27.19,40.25,Used,2019-06-15,75.22,scattered clouds
12567.0,F,Washington DC,20431.0,Google Canvas Tote Natural/Navy,Bags,1.0,12.79,6.5,Clicked,2019-02-14,43.97,few clouds
14088.0,M,Washington DC,39708.0,Google Laptop and Cell Phone Stickers,Office,2.0,2.39,13.38,Clicked,2019-10-03,87.48,scattered clouds
16730.0,F,Washington DC,40811.0,Nest Thermostat E - USA,Nest,4.0,99.0,6.0,Used,2019-10-16,64.36,scattered clouds
12567.0,F,Washington DC,20447.0,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,18.99,6.5,Clicked,2019-02-14,43.97,few clouds
13652.0,F,Washington DC,21940.0,Google Men's 3/4 Sleeve Raglan Henley Grey,Apparel,1.0,24.99,6.5,Clicked,2019-03-04,36.19,moderate rain
12567.0,F,Washington DC,20422.0,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.5,Not Used,2019-02-14,43.97,few clouds
17897.0,M,Washington DC,17274.0,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Clicked,2019-01-06,51.53,clear sky
15351.0,F,Washington DC,20374.0,Electronics Accessory Pouch,Bags,300.0,4.99,6.5,Not Used,2019-02-14,43.97,few clouds
16326.0,M,Washington DC,35064.0,Google Women's Short Sleeve Hero Tee Grey,Apparel,5.0,4.08,6.0,Used,2019-08-09,86.59,scattered clouds
12735.0,M,Washington DC,34055.0,Google Laptop and Cell Phone Stickers,Office,1.0,2.39,6.0,Used,2019-07-29,87.55,light rain
15373.0,M,Washington DC,19851.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.5,Clicked,2019-02-07,52.25,light rain
14472.0,F,Washington DC,34996.0,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,11.0,12.99,Clicked,2019-08-08,77.68,thunderstorm
15373.0,M,Washington DC,29525.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-06-03,71.26,light rain
16767.0,M,Washington DC,43088.0,Google Women's Short Sleeve Hero Tee Heather,Apparel,1.0,18.99,6.0,Used,2019-11-10,41.45,broken clouds
16779.0,M,Washington DC,24209.0,Foam Can and Bottle Cooler,Drinkware,20.0,1.99,6.5,Clicked,2019-03-27,46,clear sky
18041.0,M,Washington DC,18307.0,Google Laptop and Cell Phone Stickers,Office,1.0,2.05,6.5,Not Used,2019-01-19,38.25,scattered clouds
16477.0,F,Washington DC,19671.0,Android Sticker Sheet Ultra Removable,Office,1.0,2.99,6.5,Clicked,2019-02-04,48.06,broken clouds
12567.0,F,Washington DC,47842.0,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,Clicked,2019-12-21,33.8,clear sky
13680.0,M,Washington DC,33057.0,Google Laptop and Cell Phone Stickers,Office,4.0,2.39,12.91,Not Used,2019-07-18,77.99,light rain
15213.0,M,Washington DC,37078.0,Collapsible Shopping Bag,Bags,1.0,3.99,6.0,Used,2019-08-31,82.22,broken clouds
13680.0,M,Washington DC,33082.0,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,48.0,6.0,Used,2019-07-18,77.99,light rain
14913.0,M,Washington DC,30005.0,Google Youth Short Sleeve T-shirt Green,Apparel,1.0,10.63,6.0,Clicked,2019-06-09,76.75,overcast clouds
16767.0,M,Washington DC,43089.0,Google Rucksack,Bags,1.0,55.99,6.0,Clicked,2019-11-10,41.45,broken clouds
16395.0,M,Washington DC,39054.0,Nest Thermostat E - USA,Nest,1.0,99.0,6.0,Clicked,2019-09-26,76.55,broken clouds
15189.0,F,Washington DC,45127.0,Nest Cam IQ Outdoor - USA (Preorder),Nest,2.0,279.0,6.5,Clicked,2019-11-29,45.43,broken clouds
15759.0,M,Washington DC,30808.0,Google Youth Short Sleeve Tee Red,Apparel,1.0,15.19,19.99,Not Used,2019-06-20,82.78,broken clouds
16353.0,M,Washington DC,36252.0,Google Sunglasses,Lifestyle,3.0,2.8,6.0,Clicked,2019-08-22,79.57,thunderstorm
16779.0,M,Washington DC,27492.0,BLM Sweatshirt,Apparel,1.0,33.59,6.0,Used,2019-05-08,75.4,broken clouds
13680.0,M,Washington DC,34470.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Not Used,2019-08-02,80.74,broken clouds
16395.0,M,Washington DC,36789.0,Android Rise 14 oz Mug,Drinkware,1.0,10.39,6.0,Not Used,2019-08-28,76.44,broken clouds
18055.0,F,Washington DC,30445.0,Google Tote Bag,Bags,15.0,7.99,40.25,Used,2019-06-15,75.22,scattered clouds
18041.0,M,Washington DC,18304.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,2019-01-19,38.25,scattered clouds
16520.0,F,Washington DC,25654.0,Google Doodle Decal,Office,6.0,2.39,49.73,Clicked,2019-04-15,74.39,light rain
17897.0,M,Washington DC,17290.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,2019-01-06,51.53,clear sky
18223.0,M,Washington DC,39483.0,23 oz Wide Mouth Sport Bottle,Drinkware,1.0,8.79,6.5,Clicked,2019-10-01,71.46,overcast clouds
12971.0,F,Washington DC,34148.0,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,6.0,Clicked,2019-07-31,86.72,broken clouds
16779.0,M,Washington DC,34615.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,2019-08-03,81.82,broken clouds
12451.0,M,Washington DC,38512.0,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,48.0,6.0,Clicked,2019-09-19,71.29,scattered clouds
15606.0,F,Washington DC,38701.0,Google Women's Convertible Vest-Jacket Sea Foam Green,Apparel,2.0,23.76,6.0,Used,2019-09-22,80.64,scattered clouds
18245.0,F,Washington DC,44981.0,Nest Cam IQ Outdoor - USA (Preorder),Nest,1.0,279.0,6.5,Clicked,2019-11-28,57.52,few clouds
16943.0,M,Washington DC,41821.0,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,3.8,6.0,Clicked,2019-10-26,62.15,overcast clouds
17334.0,F,Washington DC,47712.0,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,3.47,6.5,Used,2019-12-20,30.74,clear sky
18055.0,F,Washington DC,23328.0,26 oz Double Wall Insulated Bottle,Drinkware,2.0,19.99,6.5,Clicked,2019-03-19,46.47,overcast clouds
17796.0,F,Washington DC,20601.0,Google Doodle Decal,Office,1.0,2.99,6.5,Clicked,2019-02-16,56.32,overcast clouds
15723.0,F,Washington DC,26471.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,2019-04-26,70.14,overcast clouds
17976.0,M,Washington DC,18700.0,Google Women's Fleece Hoodie,Apparel,1.0,57.76,6.5,Used,2019-01-24,47.53,overcast clouds
12567.0,F,Washington DC,20417.0,Android Women's Long Sleeve Blended Cardigan Grey,Apparel,2.0,29.99,6.5,Clicked,2019-02-14,43.97,few clouds
