CustomerID,Gender,Location,Transaction_ID,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,Date,Weather Conditions
15373.0,M,Washington DC,29525.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-06-03,
16767.0,M,Washington DC,43088.0,Google Women's Short Sleeve Hero Tee Heather,Apparel,1.0,18.99,6.0,Used,2019-11-10,
16779.0,M,Washington DC,24209.0,Foam Can and Bottle Cooler,Drinkware,20.0,1.99,6.5,Clicked,2019-03-27,
18041.0,M,Washington DC,18307.0,Google Laptop and Cell Phone Stickers,Office,1.0,2.05,6.5,Not Used,2019-01-19,
16477.0,F,Washington DC,19671.0,Android Sticker Sheet Ultra Removable,Office,1.0,2.99,6.5,Clicked,2019-02-04,
12567.0,F,Washington DC,47842.0,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,Clicked,2019-12-21,
13680.0,M,Washington DC,33057.0,Google Laptop and Cell Phone Stickers,Office,4.0,2.39,12.91,Not Used,2019-07-18,
15213.0,M,Washington DC,37078.0,Collapsible Shopping Bag,Bags,1.0,3.99,6.0,Used,2019-08-31,
13680.0,M,Washington DC,33082.0,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,48.0,6.0,Used,2019-07-18,
14913.0,M,Washington DC,30005.0,Google Youth Short Sleeve T-shirt Green,Apparel,1.0,10.63,6.0,Clicked,2019-06-09,
16767.0,M,Washington DC,43089.0,Google Rucksack,Bags,1.0,55.99,6.0,Clicked,2019-11-10,
16395.0,M,Washington DC,39054.0,Nest Thermostat E - USA,Nest,1.0,99.0,6.0,Clicked,2019-09-26,
15189.0,F,Washington DC,45127.0,Nest Cam IQ Outdoor - USA (Preorder),Nest,2.0,279.0,6.5,Clicked,2019-11-29,
15759.0,M,Washington DC,30808.0,Google Youth Short Sleeve Tee Red,Apparel,1.0,15.19,19.99,Not Used,2019-06-20,
16353.0,M,Washington DC,36252.0,Google Sunglasses,Lifestyle,3.0,2.8,6.0,Clicked,2019-08-22,
16779.0,M,Washington DC,27492.0,BLM Sweatshirt,Apparel,1.0,33.59,6.0,Used,2019-05-08,
13680.0,M,Washington DC,34470.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Not Used,2019-08-02,
16395.0,M,Washington DC,36789.0,Android Rise 14 oz Mug,Drinkware,1.0,10.39,6.0,Not Used,2019-08-28,
18055.0,F,Washington DC,30445.0,Google Tote Bag,Bags,15.0,7.99,40.25,Used,2019-06-15,
18041.0,M,Washington DC,18304.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,2019-01-19,
16520.0,F,Washington DC,25654.0,Google Doodle Decal,Office,6.0,2.39,49.73,Clicked,2019-04-15,
17897.0,M,Washington DC,17290.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,2019-01-06,
18223.0,M,Washington DC,39483.0,23 oz Wide Mouth Sport Bottle,Drinkware,1.0,8.79,6.5,Clicked,2019-10-01,
12971.0,F,Washington DC,34148.0,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,6.0,Clicked,2019-07-31,
16779.0,M,Washington DC,34615.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,2019-08-03,
12451.0,M,Washington DC,38512.0,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,48.0,6.0,Clicked,2019-09-19,
15606.0,F,Washington DC,38701.0,Google Women's Convertible Vest-Jacket Sea Foam Green,Apparel,2.0,23.76,6.0,Used,2019-09-22,
18245.0,F,Washington DC,44981.0,Nest Cam IQ Outdoor - USA (Preorder),Nest,1.0,279.0,6.5,Clicked,2019-11-28,
16943.0,M,Washington DC,41821.0,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,3.8,6.0,Clicked,2019-10-26,
17334.0,F,Washington DC,47712.0,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,3.47,6.5,Used,2019-12-20,
18055.0,F,Washington DC,23328.0,26 oz Double Wall Insulated Bottle,Drinkware,2.0,19.99,6.5,Clicked,2019-03-19,
17796.0,F,Washington DC,20601.0,Google Doodle Decal,Office,1.0,2.99,6.5,Clicked,2019-02-16,
15723.0,F,Washington DC,26471.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,2019-04-26,
17976.0,M,Washington DC,18700.0,Google Women's Fleece Hoodie,Apparel,1.0,57.76,6.5,Used,2019-01-24,
12567.0,F,Washington DC,20417.0,Android Women's Long Sleeve Blended Cardigan Grey,Apparel,2.0,29.99,6.5,Clicked,2019-02-14,
